"APE code","Barcode","Name","Product Type","Can be Sold","Can be Purchased","COST excl GST","AP Discount %","MARK UP%","Description","Invoicing Policy","Control Purchase Bills","Vendors/ID","Vendors/Price x 1 CTN","Routes/ID","Internal Category/ID","Purchase Unit of Measure/ID","Unit of Measure/ID","Attributes/Attribute/ID","Attributes/Value","SALE TOTAL P/S ex GST/DEL/Other","Length","Width (or OD)","Thickness (or ID)","Wall Thickness","Form","Color Code","Warranty","Customer Lead Time","Manufacturing Lead Time","Income Account","Expense Account","Price Difference Account","Vendors/Price 1 - 4 CTN","Vendors/Price 5+ CTN"
1801078,"11500CL","a5 Plastic Frame CTN Qty 200","Frame",1,1,3.66,,,,,,18,3.66,,,"Frame","Carton",,,6.59,,,,,,,,,,,,,3.18,2.89
1801079,"11500RD","a5 Plastic Frame CTN Qty 200","Frame",1,1,2.72,,,,,,18,2.72,,,"Frame","Carton",,,4.9,,,,,,,,,,,,,2.37,2.15
1801080,"11500WH","a5 Plastic Frame CTN Qty 200","Frame",1,1,2.72,,,,,,18,2.72,,,"Frame","Carton",,,4.9,,,,,,,,,,,,,2.37,2.15
1801081,"11600CL","a6 Plastic Frame CTN Qty 200","Frame",1,1,3.01,,,,,,18,3.01,,,"Frame","Carton",,,5.42,,,,,,,,,,,,,2.62,2.38
1801082,"11600RD","a6 Plastic Frame CTN Qty 200","Frame",1,1,2.4,,,,,,18,2.4,,,"Frame","Carton",,,4.32,,,,,,,,,,,,,2.09,1.9
1801083,"11600WH","a6 Plastic Frame CTN Qty 200","Frame",1,1,2.4,,,,,,18,2.4,,,"Frame","Carton",,,4.32,,,,,,,,,,,,,2.09,1.9
1801084,"12100RD","a1 Plastic Frame CTN Qty 10","Frame",1,1,16.5,,,,,,18,16.5,,,"Frame","Carton",,,29.7,,,,,,,,,,,,,14.34,13.04
1801085,"12100SIL","a1 Plastic Frame CTN Qty 10","Frame",1,1,36.37,,,,,,18,36.37,,,"Frame","Carton",,,65.47,,,,,,,,,,,,,31.63,28.75
1801086,"12200CL","a2 Plastic Frame CTN Qty 20","Frame",1,1,13.16,,,,,,18,13.16,,,"Frame","Carton",,,23.69,,,,,,,,,,,,,11.44,10.4
1801087,"12200RD","a2 Plastic Frame CTN Qty 20","Frame",1,1,9.61,,,,,,18,9.61,,,"Frame","Carton",,,17.3,,,,,,,,,,,,,8.36,7.6
1801088,"1508A","w110 Taymar CTN Qty 150","Taynar",1,1,4.99,,,,,,18,4.99,,,"Taynar","Carton",,,8.98,,,,,,,,,,,,,4.16,3.78
1801089,"1514A","3c160 Taymar CTN Qty 18","Taynar",1,1,19.03,,,,,,18,19.03,,,"Taynar","Carton",,,34.25,,,,,,,,,,,,,15.86,14.42
1801090,"15402/10","Poster Rail Ii - 3000mm CTN Qty 10","Accessories",1,1,68.68,,,,,,18,68.68,,,"Accessories","Carton",,,123.62,,,,,,,,,,,,,59.72,54.29
1801091,"1540CL","381.d.Collar CTN Qty 100","Collar",1,1,2.4,,,,,,18,2.4,,,"Collar","Carton",,,4.32,,,,,,,,,,,,,2,1.82
1801092,"1545BP","Bottom Plate - Bp CTN Qty 10","plate",1,1,15.74,,,,,,18,15.74,,,"plate","Carton",,,28.33,,,,,,,,,,,,,13.12,11.93
1801093,"1545TP","Top Plate - Tp CTN Qty 10","Plate",1,1,15.65,,,,,,18,15.65,,,"Plate","Carton",,,28.17,,,,,,,,,,,,,13.04,11.86
1801094,"1550/4B","38mm s/Hold Bush CTN Qty 25","Holder",1,1,3.14,,,,,,18,3.14,,,"Holder","Carton",,,5.65,,,,,,,,,,,,,2.62,2.38
1801095,"1550L","c/Sel a4 Land s/h CTN Qty 6","Holder",1,1,16.5,,,,,,18,16.5,,,"Holder","Carton",,,29.7,,,,,,,,,,,,,13.75,12.5
1801096,"1550P","c/Sel a4 Port s/h CTN Qty 6","Holder",1,1,16.5,,,,,,18,16.5,,,"Holder","Carton",,,29.7,,,,,,,,,,,,,13.75,12.5
1801097,"1554L","c/Sel a3 Land s/h CTN Qty 6","Holder",1,1,19.73,,,,,,18,19.73,,,"Holder","Carton",,,35.51,,,,,,,,,,,,,16.45,14.95
1801098,"1554P","c/Sel a3 Port s/h CTN Qty 6","Holder",1,1,19.73,,,,,,18,19.73,,,"Holder","Carton",,,35.51,,,,,,,,,,,,,16.45,14.95
1801099,"1555B","Star Base Cast-Br CTN Qty 25","Base",1,1,3.47,,,,,,18,3.47,,,"Base","Carton",,,6.25,,,,,,,,,,,,,2.9,2.63
1801100,"1557BSH","Brochure Hlder Bush CTN Qty 50","Holder",1,1,5.94,,,,,,18,5.94,,,"Holder","Carton",,,10.69,,,,,,,,,,,,,4.95,4.5
1801101,"1557TH","914mm Chr Pole-Thrd CTN Qty 20","Pole",1,1,12.87,,,,,,18,12.87,,,"Pole","Carton",,,23.17,,,,,,,,,,,,,10.73,9.75
1801102,"15714BL","Alum. Riser - 320mm - Black CTN Qty 20","Accessories",1,1,11.27,,,,,,18,11.27,,,"Accessories","Carton",,,20.29,,,,,,,,,,,,,9.8,8.91
1801103,"1705BL","Ziva - Blue CTN Qty 2","Ziva",1,1,420,,,,,,18,420,,,"Ziva","Carton",,,756,,,,,,,,,,,,,396.9,352.8
1801104,"1705GR","Ziva - Graphite CTN Qty 2","Ziva",1,1,420,,,,,,18,420,,,"Ziva","Carton",,,756,,,,,,,,,,,,,396.9,352.8
1801105,"1705RD","Ziva - Red CTN Qty 2","Ziva",1,1,420,,,,,,18,420,,,"Ziva","Carton",,,756,,,,,,,,,,,,,396.9,352.8
1801106,"1705WH","Ziva - White CTN Qty 2","Ziva",1,1,420,,,,,,18,420,,,"Ziva","Carton",,,756,,,,,,,,,,,,,396.9,352.8
1801107,"1705YL","Ziva - Yellow CTN Qty 2","Ziva",1,1,420,,,,,,18,420,,,"Ziva","Carton",,,756,,,,,,,,,,,,,396.9,352.8
1801108,"1722TOP","Top Plate - Chrome CTN Qty 25","Top Plate",1,1,5.23,,,,,,18,5.23,,,"Top Plate","Carton",,,9.41,,,,,,,,,,,,,4.03,3.5
1801109,"1730-A0","Ali-Info-Frm a0 CTN Qty 10","Holder",1,1,44.83,,,,,,18,44.83,,,"Holder","Carton",,,80.69,,,,,,,,,,,,,34.49,29.99
1801110,"1730-A1","Ali-Info-Frm a1 CTN Qty 10","Holder",1,1,37.53,,,,,,18,37.53,,,"Holder","Carton",,,67.55,,,,,,,,,,,,,28.87,25.1
1801111,"1730-A2","Ali-Info-Frm a2 CTN Qty 10","Holder",1,1,32.33,,,,,,18,32.33,,,"Holder","Carton",,,58.19,,,,,,,,,,,,,24.87,21.63
1801112,"1730-A3","Ali-Info-Frm a3 CTN Qty 10","Holder",1,1,28.65,,,,,,18,28.65,,,"Holder","Carton",,,51.57,,,,,,,,,,,,,22.04,19.17
1801113,"1730-A4","Ali-Info-Frm a4 CTN Qty 10","Holder",1,1,25.94,,,,,,18,25.94,,,"Holder","Carton",,,46.69,,,,,,,,,,,,,19.96,17.35
1801114,"1731-A0","Clear Plastic Cover a0 CTN Qty 4","Cover",1,1,25.2,,,,,,18,25.2,,,"Cover","Carton",,,45.36,,,,,,,,,,,,,20.95,18.6
1801115,"1731-A1","Clear Plastic Cover a1 CTN Qty 4","Cover",1,1,16.7,,,,,,18,16.7,,,"Cover","Carton",,,30.06,,,,,,,,,,,,,13.95,12.4
1801116,"1731-A2","Clear Plastic Cover a2 CTN Qty 8","Cover",1,1,8.4,,,,,,18,8.4,,,"Cover","Carton",,,15.12,,,,,,,,,,,,,7,6.2
1801117,"1731-A3","Clear Plastic Cover a3 CTN Qty 12","Cover",1,1,4.6,,,,,,18,4.6,,,"Cover","Carton",,,8.28,,,,,,,,,,,,,3.85,3.4
1801118,"1731-A4","Clear Plastic Cover a4 CTN Qty 20","Cover",1,1,2.7,,,,,,18,2.7,,,"Cover","Carton",,,4.86,,,,,,,,,,,,,2.25,2
1801119,"1739/A0","Ali-Click Back Panel CTN Qty 3","Panel",1,1,32.08,,,,,,18,32.08,,,"Panel","Carton",,,57.74,,,,,,,,,,,,,24.68,21.46
1801120,"1739/A1","Ali-Click Back Panel CTN Qty 5","Panel",1,1,16.32,,,,,,18,16.32,,,"Panel","Carton",,,29.38,,,,,,,,,,,,,12.55,10.92
1801121,"1739/A2","Ali-Click Back Panel CTN Qty 10","Panel",1,1,8.3,,,,,,18,8.3,,,"Panel","Carton",,,14.94,,,,,,,,,,,,,6.38,5.55
1801122,"1739/A3","Ali-Click Back Panel CTN Qty 10","Panel",1,1,4.29,,,,,,18,4.29,,,"Panel","Carton",,,7.72,,,,,,,,,,,,,3.3,2.87
1801123,"1739/A4","Ali-Click Back Panel CTN Qty 20","Panel",1,1,3.04,,,,,,18,3.04,,,"Panel","Carton",,,5.47,,,,,,,,,,,,,2.34,2.04
1801124,"1740/A0","Ali-Click Wall Mount a0 CTN Qty 3","Wall Mount",1,1,114.6,,,,,,18,114.6,,,"Wall Mount","Carton",,,206.28,,,,,,,,,,,,,97.7,86.9
1801125,"1740/A1","Ali-Click Wall Mount a1 CTN Qty 5","Wall Mount",1,1,99,,,,,,18,99,,,"Wall Mount","Carton",,,178.2,,,,,,,,,,,,,85.5,76
1801126,"1740/A2","Ali-Click Wall Mount a2 CTN Qty 10","Wall Mount",1,1,81.9,,,,,,18,81.9,,,"Wall Mount","Carton",,,147.42,,,,,,,,,,,,,70,62.2
1801127,"1740/A3","Ali-Click Wall Mount a3 CTN Qty 10","Wall Mount",1,1,67.5,,,,,,18,67.5,,,"Wall Mount","Carton",,,121.5,,,,,,,,,,,,,57.95,51.5
1801128,"1740/A4","Ali-Click Wall Mount a4 CTN Qty 20","Wall Mount",1,1,61.8,,,,,,18,61.8,,,"Wall Mount","Carton",,,111.24,,,,,,,,,,,,,52.3,46.5
1801129,"1741/A0","Ali-Click Window Mount a0 CTN Qty 3","Wall Mount",1,1,156,,,,,,18,156,,,"Wall Mount","Carton",,,280.8,,,,,,,,,,,,,133.4,118.6
1801130,"1741/A1","Ali-Click Window Mount a1 CTN Qty 5","Wall Mount",1,1,115.5,,,,,,18,115.5,,,"Wall Mount","Carton",,,207.9,,,,,,,,,,,,,98,87.1
1801131,"1741/A2","Ali-Click Window Mount a2 CTN Qty 10","Wall Mount",1,1,91,,,,,,18,91,,,"Wall Mount","Carton",,,163.8,,,,,,,,,,,,,77.2,68.6
1801132,"1741/A3","Ali-Click Window Mount a3 CTN Qty 10","Wall Mount",1,1,73.2,,,,,,18,73.2,,,"Wall Mount","Carton",,,131.76,,,,,,,,,,,,,61.9,55
1801133,"1741/A4","Ali-Click Window Mount a4 CTN Qty 20","Wall Mount",1,1,64.45,,,,,,18,64.45,,,"Wall Mount","Carton",,,116.01,,,,,,,,,,,,,55.35,49.2
1801134,"1742/A0","Light Box Cover a0 CTN Qty 3","Cover",1,1,149.9,,,,,,18,149.9,,,"Cover","Carton",,,269.82,,,,,,,,,,,,,129.15,114.8
1801135,"1742/A1","Light Box Cover a1 CTN Qty 5","Cover",1,1,111.5,,,,,,18,111.5,,,"Cover","Carton",,,200.7,,,,,,,,,,,,,94.6,84.1
1801136,"1742/A2","Light Box Cover a2 CTN Qty 10","Cover",1,1,86.9,,,,,,18,86.9,,,"Cover","Carton",,,156.42,,,,,,,,,,,,,74.2,65.9
1801137,"1742/A3","Light Box Cover a3 CTN Qty 10","Cover",1,1,69.8,,,,,,18,69.8,,,"Cover","Carton",,,125.64,,,,,,,,,,,,,59.85,53.2
1801138,"1742/A4","Light Box Cover a4 CTN Qty 20","Cover",1,1,62.2,,,,,,18,62.2,,,"Cover","Carton",,,111.96,,,,,,,,,,,,,53.55,47.6
1801139,"1767/4M","Panel Joiner 4000Mm Mf CTN Qty 12","Joiner",1,1,21.3,,,,,,18,21.3,,,"Joiner","Carton",,,38.34,,,,,,,,,,,,,16.38,14.25
1801140,"1770/18","Reg Hook 450 CTN Qty 250","Hook",1,1,0.84,,,,,,18,0.84,,,"Hook","Carton",,,1.51,,,,,,,,,,,,,0.48,0.42
1801141,"1770/24","Reg Hook 600 CTN Qty 250","Hook",1,1,1.05,,,,,,18,1.05,,,"Hook","Carton",,,1.89,,,,,,,,,,,,,0.6,0.52
1801142,"1770/30","Reg Hook 750 CTN Qty 250","Hook",1,1,1.2,,,,,,18,1.2,,,"Hook","Carton",,,2.16,,,,,,,,,,,,,0.7,0.61
1801143,"1770/36","Reg Hook 900 CTN Qty 250","Hook",1,1,1.5,,,,,,18,1.5,,,"Hook","Carton",,,2.7,,,,,,,,,,,,,0.85,0.74
1801144,"1774A","Jet Wire 1.0kg To 1.5mtr CTN Qty 500","Wire",1,1,0.3,,,,,,18,0.3,,,"Wire","Carton",,,0.54,,,,,,,,,,,,,0.17,0.15
1801145,"1774L","Jet Wire 1.0kg To 3.5mtr CTN Qty 500","Wire",1,1,0.75,,,,,,18,0.75,,,"Wire","Carton",,,1.35,,,,,,,,,,,,,0.43,0.37
1801146,"1776/3BL","Plas-Slide-1000 CTN Qty 50","Slide",1,1,2.63,,,,,,18,2.63,,,"Slide","Carton",,,4.73,,,,,,,,,,,,,2.02,1.76
1801147,"1776/3CL","Plas-Slide-1000 CTN Qty 50","Slide",1,1,2.63,,,,,,18,2.63,,,"Slide","Carton",,,4.73,,,,,,,,,,,,,2.02,1.76
1801148,"1776/3WH","Plas-Slide-1000 CTN Qty 50","Slide",1,1,2.63,,,,,,18,2.63,,,"Slide","Carton",,,4.73,,,,,,,,,,,,,2.02,1.76
1801149,"1776/4BL","Plas-Slide-1250 CTN Qty 50","Slide",1,1,3.18,,,,,,18,3.18,,,"Slide","Carton",,,5.72,,,,,,,,,,,,,2.45,2.13
1801150,"1776/4CL","Plas-Slide-1250 CTN Qty 50","Slide",1,1,3.18,,,,,,18,3.18,,,"Slide","Carton",,,5.72,,,,,,,,,,,,,2.45,2.13
1801151,"1776/4WH","Plas-Slide-1250 CTN Qty 50","Slide",1,1,3.18,,,,,,18,3.18,,,"Slide","Carton",,,5.72,,,,,,,,,,,,,2.45,2.13
1801152,"1776/8BL","Plasti-Slide 2440 CTN Qty 24","Slide",1,1,6.4,,,,,,18,6.4,,,"Slide","Carton",,,11.52,,,,,,,,,,,,,4.9,4.25
1801153,"1776/8CL","Plasti-Slide 2440 CTN Qty 24","Slide",1,1,6.4,,,,,,18,6.4,,,"Slide","Carton",,,11.52,,,,,,,,,,,,,4.9,4.25
1801154,"1776/8WH","Plasti-Slide 2440 CTN Qty 24","Slide",1,1,6.4,,,,,,18,6.4,,,"Slide","Carton",,,11.52,,,,,,,,,,,,,4.9,4.25
1801155,"1778SML","Low.Prof. Ali Inf CTN Qty 200",,1,1,0.41,,,,,,18,0.41,,,,"Carton",,,0.74,,,,,,,,,,,,,0.32,0.28
1801156,"1780/10BL","Plasti-Grab-3050 - Black CTN Qty 50","Accessories",1,1,15,,,,,,18,15,,,"Accessories","Carton",,,27,,,,,,,,,,,,,8.63,7.5
1801157,"1780/10CL","Plasti-Grab-3050 - Clear CTN Qty 50","Accessories",1,1,15,,,,,,18,15,,,"Accessories","Carton",,,27,,,,,,,,,,,,,8.63,7.5
1801158,"1780/10WH","Plasti-Grab-3050 - White CTN Qty 50","Accessories",1,1,15,,,,,,18,15,,,"Accessories","Carton",,,27,,,,,,,,,,,,,8.63,7.5
1801159,"1780/3BL","Plasti-Grab-1000 - Black CTN Qty 50","Accessories",1,1,7.2,,,,,,18,7.2,,,"Accessories","Carton",,,12.96,,,,,,,,,,,,,4.14,3.6
1801160,"1780/3CL","Plasti-Grab-1000 - Clear CTN Qty 50","Accessories",1,1,7.2,,,,,,18,7.2,,,"Accessories","Carton",,,12.96,,,,,,,,,,,,,4.14,3.6
1801161,"1780/3WH","Plasti-Grab-1000 - White CTN Qty 50","Accessories",1,1,7.2,,,,,,18,7.2,,,"Accessories","Carton",,,12.96,,,,,,,,,,,,,4.14,3.6
1801162,"1780/4BL","Plasti-Grab-1250 - Black CTN Qty 50","Accessories",1,1,9,,,,,,18,9,,,"Accessories","Carton",,,16.2,,,,,,,,,,,,,5.18,4.5
1801163,"1780/4CL","Plasti-Grab-1250- Clear CTN Qty 50","Accessories",1,1,9,,,,,,18,9,,,"Accessories","Carton",,,16.2,,,,,,,,,,,,,5.18,4.5
1801164,"1780/4WH","Plasti-Grab-1250 - White CTN Qty 50","Accessories",1,1,9,,,,,,18,9,,,"Accessories","Carton",,,16.2,,,,,,,,,,,,,5.18,4.5
1801165,"1780/8BL","Plasti-Grab-2450 - Black CTN Qty 50","Accessories",1,1,12.5,,,,,,18,12.5,,,"Accessories","Carton",,,22.5,,,,,,,,,,,,,7.19,6.25
1801166,"1780/8CL","Plasti-Grab-2450 - White CTN Qty 50","Accessories",1,1,12.5,,,,,,18,12.5,,,"Accessories","Carton",,,22.5,,,,,,,,,,,,,7.19,6.25
1801167,"1780/8WH","Plasti-Grab-2450- Clear CTN Qty 50","Accessories",1,1,12.5,,,,,,18,12.5,,,"Accessories","Carton",,,22.5,,,,,,,,,,,,,7.19,6.25
1801168,"1787/3AN","Ali-Inf-1000 - Clear Anod. CTN Qty 50","Accessories",1,1,7.61,,,,,,18,7.61,,,"Accessories","Carton",,,13.7,,,,,,,,,,,,,5.85,5.09
1801169,"1787/3PS","Ali-Inf-1000 - Polish Silver CTN Qty 50","Accessories",1,1,9.27,,,,,,18,9.27,,,"Accessories","Carton",,,16.69,,,,,,,,,,,,,7.13,6.2
1801170,"1787/4AN","Ali-Inf-1250 - Clear Anod. CTN Qty 50","Accessories",1,1,9.13,,,,,,18,9.13,,,"Accessories","Carton",,,16.43,,,,,,,,,,,,,7.02,6.11
1801171,"1787/4PS","Ali-Inf-1250 - Polish Silver CTN Qty 50","Accessories",1,1,11.2,,,,,,18,11.2,,,"Accessories","Carton",,,20.16,,,,,,,,,,,,,8.62,7.49
1801172,"1787/5MAN","Ali-Inf-5m - Full - Clear Anod. CTN Qty 25","Accessories",1,1,33.55,,,,,,18,33.55,,,"Accessories","Carton",,,60.39,,,,,,,,,,,,,25.81,22.44
1801173,"1787/5MPS","Ali-Inf-5m - Full - Polish Silver CTN Qty 25","Accessories",1,1,42.32,,,,,,18,42.32,,,"Accessories","Carton",,,76.18,,,,,,,,,,,,,32.55,28.31
1801174,"1787/8AN","Ali-Inf-2500 - Clear Anod. CTN Qty 25","Accessories",1,1,17.98,,,,,,18,17.98,,,"Accessories","Carton",,,32.36,,,,,,,,,,,,,13.83,12.03
1801175,"1787/8PS","Ali-Inf-2500 - Polish Silver CTN Qty 25","Accessories",1,1,22.13,,,,,,18,22.13,,,"Accessories","Carton",,,39.83,,,,,,,,,,,,,17.02,14.8
1801176,"1787H/5MAN","Ali-Inf-5m - Half - Clear Anod. CTN Qty 25","Accessories",1,1,17.15,,,,,,18,17.15,,,"Accessories","Carton",,,30.87,,,,,,,,,,,,,13.19,11.47
1801177,"1787H/5MPS","Ali-Inf-5m - Half - Polish Silver CTN Qty 25","Accessories",1,1,21.16,,,,,,18,21.16,,,"Accessories","Carton",,,38.09,,,,,,,,,,,,,16.28,14.15
1801178,"1789/3AN","Ali-Inf+Plas Sld-1000 - Clear Anod. CTN Qty 50","Accessories",1,1,9.82,,,,,,18,9.82,,,"Accessories","Carton",,,17.68,,,,,,,,,,,,,7.55,6.57
1801179,"1789/3PS","Ali-Inf+Plas Sld-1000 - Polish Silver CTN Qty 50","Accessories",1,1,11.89,,,,,,18,11.89,,,"Accessories","Carton",,,21.4,,,,,,,,,,,,,9.15,7.96
1801180,"1789/4AN","Ali-Inf+Plas Sld-1250 - Clear Anod. CTN Qty 50","Accessories",1,1,12.31,,,,,,18,12.31,,,"Accessories","Carton",,,22.16,,,,,,,,,,,,,9.47,8.23
1801181,"1789/4PS","Ali-Inf+Plas Sld-1250 - Polish Silver CTN Qty 50","Accessories",1,1,14.38,,,,,,18,14.38,,,"Accessories","Carton",,,25.88,,,,,,,,,,,,,11.06,9.62
1801182,"1789/8AN","Ali-Inf+Plas Sld-2500 - Clear Anod. CTN Qty 50","Accessories",1,1,24.62,,,,,,18,24.62,,,"Accessories","Carton",,,44.32,,,,,,,,,,,,,18.93,16.47
1801183,"1789/8PS","Ali-Inf+Plas Sld-2500 - Polish Silver CTN Qty 50","Accessories",1,1,28.76,,,,,,18,28.76,,,"Accessories","Carton",,,51.77,,,,,,,,,,,,,22.13,19.24
1801184,"1792/3AN","Ali-Inf+Plas Grb-1000 - Clear Anod. CTN Qty 50","Accessories",1,1,11.06,,,,,,18,11.06,,,"Accessories","Carton",,,19.91,,,,,,,,,,,,,8.51,7.4
1801185,"1792/3PS","Ali-Inf+Plas Grb-1000 - Polish Silver CTN Qty 50","Accessories",1,1,12.72,,,,,,18,12.72,,,"Accessories","Carton",,,22.9,,,,,,,,,,,,,9.79,8.51
1801186,"1792/4AN","Ali-Inf+Plas Grb-1250 - Clear Anod. CTN Qty 50","Accessories",1,1,13.83,,,,,,18,13.83,,,"Accessories","Carton",,,24.89,,,,,,,,,,,,,10.64,9.25
1801187,"1792/4PS","Ali-Inf+Plas Grb-1250 - Polish Silver CTN Qty 50","Accessories",1,1,15.9,,,,,,18,15.9,,,"Accessories","Carton",,,28.62,,,,,,,,,,,,,12.23,10.64
1801188,"1792/8AN","Ali-Inf+Plas Grb-2500 - Clear Anod. CTN Qty 25","Accessories",1,1,26.27,,,,,,18,26.27,,,"Accessories","Carton",,,47.29,,,,,,,,,,,,,20.21,17.58
1801189,"1792/8PS","Ali-Inf+Plas Grb-2500 - Polish Silver CTN Qty 25","Accessories",1,1,30.42,,,,,,18,30.42,,,"Accessories","Carton",,,54.76,,,,,,,,,,,,,23.4,20.35
1801190,"1794A","Front Frame-An 5.0- Clear Anod. CTN Qty 10","Frame",1,1,32.82,,,,,,18,32.82,,,"Frame","Carton",,,59.08,,,,,,,,,,,,,25.24,21.95
1801191,"1794M","Front Frame-Mf 5.0 - Mill CTN Qty 10","Frame",1,1,22.95,,,,,,18,22.95,,,"Frame","Carton",,,41.31,,,,,,,,,,,,,17.65,15.35
1801192,"1795A","Back Frame-An 5.0- Clear Anod. CTN Qty 10","Frame",1,1,31.32,,,,,,18,31.32,,,"Frame","Carton",,,56.38,,,,,,,,,,,,,24.09,20.95
1801193,"1795M","Back Frame-Mf 5.0- Mill CTN Qty 10","Frame",1,1,22.2,,,,,,18,22.2,,,"Frame","Carton",,,39.96,,,,,,,,,,,,,17.08,14.85
1801194,"1796A","Back l/Box Fr-An-5.0- Clear Anod. CTN Qty 10","Accessories",1,1,30.35,,,,,,18,30.35,,,"Accessories","Carton",,,54.63,,,,,,,,,,,,,23.35,20.3
1801195,"1797BL","Plas Corn - Grey CTN Qty 50","Accessories",1,1,4.71,,,,,,18,4.71,,,"Accessories","Carton",,,8.48,,,,,,,,,,,,,3.62,3.15
1801196,"1797GR","Plas Corn - Black CTN Qty 50","Accessories",1,1,4.71,,,,,,18,4.71,,,"Accessories","Carton",,,8.48,,,,,,,,,,,,,3.62,3.15
1801197,"1798C","Corncap - Plas - Chrome CTN Qty 50","Accessories",1,1,2.69,,,,,,18,2.69,,,"Accessories","Carton",,,4.84,,,,,,,,,,,,,2.07,1.8
1801198,"1798S","Corn Cap - Plas - Satin CTN Qty 50","Accessories",1,1,2.69,,,,,,18,2.69,,,"Accessories","Carton",,,4.84,,,,,,,,,,,,,2.07,1.8
1801199,"1800L","1.5 Cable Kit-5m CTN Qty 25","Kit",1,1,31,,,,,,18,31,,,"Kit","Carton",,,55.8,,,,,,,,,,,,,23.5,17.5
1801200,"1803BTM","Hanging Kit Bottom CTN Qty 100","Kit",1,1,5.5,,,,,,18,5.5,,,"Kit","Carton",,,9.9,,,,,,,,,,,,,4.15,3.65
1801201,"1807BTM","Hanging Kit Bottom CTN Qty 100","Kit",1,1,5.5,,,,,,18,5.5,,,"Kit","Carton",,,9.9,,,,,,,,,,,,,4.15,3.65
1801202,"1809BTM","Hanging Kit Bottom CTN Qty 100","Kit",1,1,5.5,,,,,,18,5.5,,,"Kit","Carton",,,9.9,,,,,,,,,,,,,4.15,3.65
1801203,"1840 (p36)","Rod Hanging Kit CTN Qty 20","Kit",1,1,33.6,,,,,,18,33.6,,,"Kit","Carton",,,60.48,,,,,,,,,,,,,28.6,24.9
1801204,"1840 (p42)","Rod Hanging Kits CTN Qty 20","Kit",1,1,19.9,,,,,,18,19.9,,,"Kit","Carton",,,35.82,,,,,,,,,,,,,17,14.75
1801205,"1881L","Single Pocket a4 Landscape CTN Qty 100","Pocket",1,1,8.5,,,,,,18,8.5,,,"Pocket","Carton",,,15.3,,,,,,,,,,,,,7.1,6.25
1801206,"1881P","Single Pocket a4 Portrait CTN Qty 100","Pocket",1,1,7.8,,,,,,18,7.8,,,"Pocket","Carton",,,14.04,,,,,,,,,,,,,6.7,5.95
1801207,"1882L","Double Pocket a4 Landscape CTN Qty 50","Pocket",1,1,21.8,,,,,,18,21.8,,,"Pocket","Carton",,,39.24,,,,,,,,,,,,,19.35,17.2
1801208,"1882P","Double Pocket a4 Portrait CTN Qty 50","Pocket",1,1,17.4,,,,,,18,17.4,,,"Pocket","Carton",,,31.32,,,,,,,,,,,,,15.4,13.75
1801209,"1883P","Triple Pocket a4 Portrait CTN Qty 50","Pocket",1,1,25.9,,,,,,18,25.9,,,"Pocket","Carton",,,46.62,,,,,,,,,,,,,23,20.5
1801210,"1885L","Single Pocket a3 Landscape CTN Qty 50","Pocket",1,1,17.4,,,,,,18,17.4,,,"Pocket","Carton",,,31.32,,,,,,,,,,,,,15.4,13.75
1801211,"1885P","Single Pocket a3  Portrait CTN Qty 25","Pocket",1,1,19.35,,,,,,18,19.35,,,"Pocket","Carton",,,34.83,,,,,,,,,,,,,17.2,15.3
1801212,"1886P","Double a3 Portrait CTN Qty 25","Holder",1,1,37.8,,,,,,18,37.8,,,"Holder","Carton",,,68.04,,,,,,,,,,,,,33.6,29.9
1801213,"1890L","Single Pocket a0 Landscape CTN Qty 10","Pocket",1,1,123.2,,,,,,18,123.2,,,"Pocket","Carton",,,221.76,,,,,,,,,,,,,109.5,97.3
1801214,"1890P","Single Pocket a0  Portrait CTN Qty 10","Pocket",1,1,130.2,,,,,,18,130.2,,,"Pocket","Carton",,,234.36,,,,,,,,,,,,,115.8,103
1801215,"1891L","Single Pocket a1 Landscape CTN Qty 10","Pocket",1,1,63.6,,,,,,18,63.6,,,"Pocket","Carton",,,114.48,,,,,,,,,,,,,56.5,50.2
1801216,"1891P","Single Pocket a1  Portrait CTN Qty 10","Pocket",1,1,71.8,,,,,,18,71.8,,,"Pocket","Carton",,,129.24,,,,,,,,,,,,,63.8,56.7
1801217,"1892L","Single Pocket a2 Landscape CTN Qty 25","Pocket",1,1,37.8,,,,,,18,37.8,,,"Pocket","Carton",,,68.04,,,,,,,,,,,,,33.6,29.9
1801218,"1892P","Single Pocket a2  Portrait CTN Qty 25","Pocket",1,1,34.8,,,,,,18,34.8,,,"Pocket","Carton",,,62.64,,,,,,,,,,,,,30.9,27.5
1801219,"20010BL","t-Piece - 60mm CTN Qty 200","Accessories",1,1,1.35,,,,,,18,1.35,,,"Accessories","Carton",,,2.43,,,,,,,,,,,,,1.18,1.07
1801220,"20010CL","t-Piece - 60mm CTN Qty 200","Accessories",1,1,1.57,,,,,,18,1.57,,,"Accessories","Carton",,,2.83,,,,,,,,,,,,,1.36,1.24
1801221,"20010RD","t-Piece - 60mm CTN Qty 200","Accessories",1,1,1.35,,,,,,18,1.35,,,"Accessories","Carton",,,2.43,,,,,,,,,,,,,1.18,1.07
1801222,"20010WH","t-Piece - 60mm CTN Qty 200","Accessories",1,1,1.35,,,,,,18,1.35,,,"Accessories","Carton",,,2.43,,,,,,,,,,,,,1.18,1.07
